Sum of Sales	Year	Quarter	Month	Day	forecastValue	confidenceHighBound	confidenceLowBound	Earliest Date							
					3153.280185	7904.613622	'-1598.0532526984653	11/14/2019 0:00							"$1,657.35 "
					1921.179488	6672.5211	'-2830.1621229484067	11/15/2019 0:00							"$2,915.53 "
					4030.357429	8781.707214	'-720.9923568540507	11/16/2019 0:00							$713.79 
					2179.049782	6930.407741	'-2572.3081780994125	11/17/2019 0:00							
					2002.522462	6753.888596	'-2748.8436719703095	11/18/2019 0:00							
					2111.791898	6863.166206	'-2639.582410165154	11/19/2019 0:00							
					2087.156319	6838.538801	'-2664.226163214786	11/20/2019 0:00							
					2110.115692	6861.506348	'-2641.2749642992903	11/21/2019 0:00							
					1417.382487	6168.781317	'-3334.0163430363814	11/22/2019 0:00							
					2154.552005	6905.95901	'-2596.8549990551933	11/23/2019 0:00							
					1844.96726	6596.382439	'-2906.447918132486	11/24/2019 0:00							
					1674.637893	6426.061245	'-3076.785459395566	11/25/2019 0:00							
					1297.479891	6081.749435	'-3486.789653366448	11/26/2019 0:00							
					2049.726499	6834.004161	'-2734.5511631387562	11/27/2019 0:00							
					1564.432104	6348.717884	'-3219.853675554335	11/28/2019 0:00							
					1274.473165	6058.767063	'-3509.820732687563	11/29/2019 0:00							
					1928.10606	6712.408076	'-2856.195955346587	11/30/2019 0:00							
					2527.645711	7311.955845	'-2256.664422423014	12/1/2019 0:00							
					2453.591918	7237.910169	'-2330.726333279693	12/2/2019 0:00							
					2698.83692	7483.163289	'-2085.4894489370217	12/3/2019 0:00							
					2117.02983	6901.364317	'-2667.304657389761	12/4/2019 0:00							
					3229.590755	8013.93336	'-1554.7518496876119	12/5/2019 0:00							
					2496.828897	7281.17962	'-2287.5218252627756	12/6/2019 0:00							
					2554.414821	7338.773662	'-2229.944019076983	12/7/2019 0:00							
					2380.843855	7165.210813	'-2403.5231032316806	12/8/2019 0:00							
					2607.44158	7391.816656	'-2176.933495413265	12/9/2019 0:00							
					2264.791523	7049.174717	'-2519.591670202262	12/10/2019 0:00							
					2549.200981	7333.592292	'-2235.1903304807433	12/11/2019 0:00							
					3143.58995	7927.989379	'-1640.8094785689063	12/12/2019 0:00							
					2648.028691	7432.436238	'-2136.3788554817747	12/13/2019 0:00							
					3153.280185	7937.695849	'-1631.1354797580989	12/14/2019 0:00							
					1921.179488	6705.60327	'-2863.244293487142	12/15/2019 0:00							
					4030.357429	8814.789328	'-754.0744708721795	12/16/2019 0:00							
					2179.049782	6963.489799	'-2605.390235597223	12/17/2019 0:00							
					2002.522462	6786.970597	'-2781.925672948093	12/18/2019 0:00							
					2111.791898	6896.24815	'-2672.664354623198	12/19/2019 0:00							
					2087.156319	6871.620689	'-2697.308051153383	12/20/2019 0:00							
					2110.115692	6894.588179	'-2674.356795718729	12/21/2019 0:00							
					1417.382487	6201.863092	'-3367.0981179369496	12/22/2019 0:00							
					2154.552005	6939.040728	'-2629.9367174371823	12/23/2019 0:00							
					1844.96726	6629.4641	'-2939.529579996186	12/24/2019 0:00							
					1674.637893	6459.142851	'-3109.867064741264	12/25/2019 0:00							
					1297.479891	6114.605474	'-3519.6456928026982	12/26/2019 0:00							
					2049.726499	6866.860145	'-2767.4071472055402	12/27/2019 0:00							
					1564.432104	6381.573813	'-3252.70960425193	12/28/2019 0:00							
					1274.473165	6091.622936	'-3542.676606016252	12/29/2019 0:00							
					1928.10606	6745.263894	'-2889.0517733066504	12/30/2019 0:00							
